Date,log_return,rolling_vol,kmeans_regime,regime_name,hmm_state,hmm_regime,p_sideways,p_bull,p_bear
2010-02-25,-0.018704015707519648,0.01947818430355437,0,Bear,2,Bear,6.719660312334975e-06,3.051070395535836e-05,0.9999627696361453
2010-02-26,0.01962785482572099,0.020287139642450207,2,Bull,2,Bear,4.853410378615286e-06,5.647172570654444e-05,0.9999386748637252
2010-03-01,0.02930553034625463,0.02120613938620855,2,Bull,2,Bear,2.2088739704493247e-06,2.179856324437734e-05,0.9999759925639052
2010-03-02,0.005696433625915071,0.021305063817427902,2,Bull,2,Bear,6.254712127962408e-05,4.170671890867982e-05,0.9998957461608697
2010-03-03,0.004322854366394713,0.021372433344401927,2,Bull,2,Bear,0.00010913601502739279,0.00032973232000889526,0.9995611316634839
2010-03-04,-0.0050108000088163514,0.020460751920258726,2,Bull,2,Bear,0.0033696388685861317,0.0005847407648193356,0.996045620365227
2010-03-05,0.022773008590857208,0.019269492189188584,2,Bull,2,Bear,0.004374850701029623,0.014385838778557277,0.9812393105201497
2010-03-08,0.01266812241754751,0.017958111134781442,2,Bull,2,Bear,0.06545313265824494,0.015460477652271027,0.9190863896909692
2010-03-09,-0.006333881305798513,0.017742566000905062,0,Bear,2,Bear,0.030164227682970463,0.09888897319253435,0.8709467991262402
2010-03-10,-0.003916188018768118,0.01771924809477405,0,Bear,2,Bear,0.1556178630073101,0.04100637766938424,0.8033757593237064
2010-03-11,-0.007160826639772468,0.0175216222254734,0,Bear,2,Bear,0.05450948061180618,0.19082917402155275,0.7546613453663539
2010-03-12,-0.0027452960346566625,0.017464424115333513,0,Bear,2,Bear,0.243995292615348,0.06490162552659484,0.691103081858152
2010-03-15,-0.0050209916329346195,0.01748746013419104,0,Bear,2,Bear,0.07357072958088488,0.27251510766090176,0.6539141627599138
2010-03-16,0.023990619068825055,0.018193411715350483,2,Bull,2,Bear,0.3075948709186707,0.08074259098990169,0.611662538089699
2010-03-17,0.019908177713716488,0.017567450439366524,2,Bull,2,Bear,0.09177833256699551,0.3809316891705538,0.5272899782609959
2010-03-18,-0.014267990134587821,0.01750484206748605,0,Bear,2,Bear,0.4870537112773068,0.10698882173863351,0.40595746698239854
2010-03-19,-0.0018209417381793572,0.01713082095982077,1,Sideways,2,Bear,0.13687890575248501,0.6255289671678761,0.23759212708143496
2010-03-22,0.008486037309955344,0.01690576790018998,1,Sideways,0,Sideways,0.7620437441769787,0.1509863250227794,0.08696993080102781
2010-03-23,0.008486502856160398,0.01600385106922111,1,Sideways,1,Bull,0.15117849550212809,0.8163834806822182,0.03243802381543954
2010-03-24,0.014337812552115678,0.013513767982496887,1,Sideways,0,Sideways,0.8394172477504931,0.15352049909747287,0.0070622531533777455
2010-03-25,0.03402137948566763,0.013739701449000555,1,Sideways,1,Bull,0.14024726955295033,0.8552777690140795,0.004474961432708531
2010-03-26,-0.007637138097707806,0.013863470262028069,0,Bear,0,Sideways,0.8550588072197399,0.14421809040516206,0.0007231023756240276
2010-03-29,0.0010152204725117223,0.012818422267156187,1,Sideways,1,Bull,0.1407520394346026,0.8591454699381508,0.00010249062656064311
2010-03-30,0.0015199866931610187,0.012842013376313627,1,Sideways,0,Sideways,0.8562721279487263,0.14368406088473154,4.381116830035105e-05
2010-03-31,-0.003813213623924198,0.012988645573509395,1,Sideways,1,Bull,0.1398632363537197,0.8601054927725865,3.12708728026336e-05
2010-04-01,0.02047922356205674,0.013256801764861407,1,Sideways,0,Sideways,0.8572144152487251,0.1426955987767172,8.998597610572034e-05
2010-04-02,0.006076040402948512,0.01263963355481206,1,Sideways,1,Bull,0.13607060408790161,0.8638923820872697,3.701382356723409e-05
2010-04-05,0.01002705459721299,0.012567947122702754,1,Sideways,0,Sideways,0.8626018425572117,0.13736417992620234,3.3977517931321234e-05
2010-04-06,-0.004076845292902089,0.012472656648544293,1,Sideways,1,Bull,0.13004931457187818,0.8699160646349641,3.46207919747841e-05
2010-04-07,0.004087044707060426,0.012302328382965721,1,Sideways,0,Sideways,0.8690635845513628,0.13091017690065934,2.6238549272473406e-05
2010-04-08,-0.0039895496965488475,0.012152871369037997,1,Sideways,1,Bull,0.12336326818703,0.8766049847722648,3.174703913763739e-05
2010-04-09,0.013150304394533815,0.01210817757331914,1,Sideways,0,Sideways,0.8758981984398058,0.12406800852886173,3.379303032594949e-05
2010-04-12,-0.006164138766234851,0.012166729550371963,1,Sideways,1,Bull,0.11460246559170874,0.8853537773673715,4.37570419438922e-05
2010-04-13,-0.012766888054049297,0.012112542416448116,0,Bear,0,Sideways,0.8852186835957969,0.11473069230854284,5.062409407097922e-05
2010-04-14,0.02137779086454875,0.012215891798914165,1,Sideways,1,Bull,0.1038832786481185,0.8960442060942456,7.251525629776382e-05
2010-04-15,-0.004649072691107288,0.011615756847408202,1,Sideways,0,Sideways,0.8951846128557392,0.10478517527829002,3.0211866960081357e-05
2010-04-16,-0.014181996529848312,0.01230122653471656,0,Bear,1,Bull,0.0983459923016241,0.901604778685937,4.922901413450839e-05
2010-04-19,-0.0012115159043938112,0.012318208867060379,1,Sideways,0,Sideways,0.9004127142693036,0.09955753422924182,2.9751500086543e-05
2010-04-20,0.012527656482905249,0.012431673668405184,1,Sideways,1,Bull,0.09418942397229879,0.9057838170469441,2.6758979083110116e-05
2010-04-21,-0.007418109969687355,0.01243192313163435,0,Bear,0,Sideways,0.9041893947903265,0.09577447795488782,3.6127253357543375e-05
2010-04-22,-0.0019265573105732966,0.010073377953303703,1,Sideways,1,Bull,0.09109182994482498,0.9088952748715573,1.2895184171471957e-05
2010-04-23,0.0,0.00986652299377121,1,Sideways,0,Sideways,0.90756245336113,0.09242269534558377,1.4851294468790791e-05
2010-04-26,0.012008963718453511,0.01014035396650825,1,Sideways,1,Bull,0.08760277089794768,0.9123832943693988,1.3934732540735422e-05
2010-04-27,-0.014085167308778894,0.010764667171977453,0,Bear,0,Sideways,0.9106475239691699,0.08931523197382849,3.7244056263547916e-05
2010-04-28,-0.004895333721740522,0.010794253779499458,1,Sideways,1,Bull,0.08447676283737975,0.9155065362979005,1.670086345632939e-05
2010-04-29,0.013198531168183588,0.01021788120661861,1,Sideways,0,Sideways,0.9143239662680673,0.08565317073062548,2.2862999845751734e-05
2010-04-30,0.004356560374451813,0.0101787928019811,1,Sideways,1,Bull,0.07939388018948836,0.9205845401085889,2.1579702236151507e-05
2010-05-03,-0.009524700769654811,0.010181670181904546,0,Bear,0,Sideways,0.9197815886505518,0.07999750308717168,0.00022090826215190977
2010-05-04,-0.018303477446912072,0.010935185790892213,0,Bear,1,Bull,0.07164304010150903,0.9263714074068085,0.001985552493352844
2010-05-05,-0.015818194466372625,0.011353281534112752,0,Bear,0,Sideways,0.9081838946967449,0.07257380479768238,0.01924230050567553
2010-05-06,-0.012076288214721427,0.011572902195489699,0,Bear,1,Bull,0.002022851299890874,0.9141642355821747,0.0838129131165018
2010-05-07,-0.056752640826953,0.016260961967253608,0,Bear,2,Bear,9.551320216105676e-08,0.0006186819277599169,0.9993812225588176
2010-05-10,0.06895111992214784,0.02331898806363553,2,Bull,2,Bear,8.3212586245471e-12,8.281954834751313e-09,0.9999999917090463
2010-05-11,0.00024271546941588294,0.023185655213719666,2,Bull,2,Bear,1.8554855579120346e-07,6.225979614554339e-06,0.9999935884721701
2010-05-12,0.02647527444795992,0.023475533858134136,2,Bull,2,Bear,7.416825773477052e-08,3.556571206740946e-06,0.999996369260086
2010-05-13,-0.000807584173031035,0.023461144345151997,2,Bull,2,Bear,2.284785099093826e-08,4.804366959045196e-06,0.9999951727848478
2010-05-14,-0.03839044010362606,0.024767228097834548,0,Bear,2,Bear,5.3643297236775486e-11,1.867065490005659e-08,0.9999999812753233
2010-05-17,0.005780698626759294,0.024830775601840372,2,Bull,2,Bear,2.8098633945638148e-08,1.7390761295279253e-06,0.999998232824252
2010-05-18,0.016049980869436063,0.024950120369064393,2,Bull,2,Bear,1.9146570756620622e-08,1.558711039982006e-06,0.9999984221407145
2010-05-19,0.0,0.024914921690706623,2,Bull,2,Bear,6.410647032531927e-09,1.3681599145192968e-06,0.9999986254306702
2010-05-20,-0.045389385280816444,0.026798904964698656,0,Bear,2,Bear,2.437796761056525e-13,5.126012539975952e-10,0.999999999487045
2010-05-21,-0.006232456764260808,0.026792924328707463,2,Bull,2,Bear,1.008373520250734e-09,1.5434977395425715e-07,0.9999998446401271
2010-05-24,0.00821937854294395,0.026688729981355845,2,Bull,2,Bear,1.4561583734918547e-09,3.1006353260061435e-07,0.9999996884799233
2010-05-25,-0.04309222918371016,0.0280232946056091,0,Bear,2,Bear,1.007975005732146e-13,2.1049215244976226e-10,0.9999999997889972
2010-05-26,0.034723046930723464,0.029426047122638327,2,Bull,2,Bear,1.2910797800353824e-11,6.871391744518694e-09,0.9999999931169441
2010-05-27,0.007265177159343545,0.029279232638144116,2,Bull,2,Bear,9.851482820518958e-11,1.9582980661995898e-08,0.9999999803185349
2010-05-28,0.013409220859139724,0.02947988462950933,2,Bull,2,Bear,7.538378437618253e-11,1.6566488275295622e-08,0.999999983359885
2010-05-31,-0.015486659709165186,0.029576514189502565,2,Bull,2,Bear,1.0424667771566152e-11,3.0881729015130616e-09,0.9999999969004421
2010-06-01,0.0013873065379429769,0.029387087641287713,2,Bull,2,Bear,7.22925355317739e-11,1.4280413544227192e-08,0.9999999856481737
